# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jun  3 21:14:07 2021
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
#
pl_name,default_flag,discoverymethod,disc_year,pl_orbper,pl_rade,pl_radj,pl_bmasse,pl_bmassj
Kepler-678 b,1,Transit,2016,7.27503724,5.140,0.459,,
Kepler-679 b,1,Transit,2016,12.39358604,3.010,0.269,,
Kepler-68 b,1,Transit,2013,5.39880000,,,7.65000,0.02407
Kepler-68 c,1,Transit,2013,9.60510000,,,2.04000,0.00642
Kepler-68 d,1,Radial Velocity,2013,634.60000000,,,244.72910,0.77000
Kepler-680 b,1,Transit,2016,3.68992629,2.420,0.216,,
Kepler-681 b,1,Transit,2016,26.39435646,3.080,0.275,,
Kepler-682 b,1,Transit,2016,12.61190667,7.370,0.658,,
Kepler-683 b,1,Transit,2016,2.53918318,1.970,0.176,,
Kepler-684 b,1,Transit,2016,6.77030201,3.360,0.300,,
Kepler-685 b,1,Transit,2016,1.62552220,10.580,0.944,,
Kepler-686 b,1,Transit,2016,1.59474546,12.150,1.084,,
Kepler-687 b,1,Transit,2016,20.50586978,3.520,0.314,,
Kepler-688 b,1,Transit,2016,3.89593684,9.760,0.871,,
Kepler-689 b,1,Transit,2016,22.36656079,2.890,0.258,,
Kepler-69 b,1,Transit,2013,13.72234100,2.240,0.200,,
Kepler-69 c,1,Transit,2013,242.46130000,1.710,0.153,,
Kepler-690 b,1,Transit,2016,7.74809437,5.950,0.531,,
Kepler-691 b,1,Transit,2016,8.11437900,2.090,0.186,,
Kepler-692 b,1,Transit,2016,21.81293494,3.110,0.277,,
Kepler-693 b,1,Transit,2016,15.37563332,10.180,0.908,,
Kepler-694 b,1,Transit,2016,6.36584161,2.800,0.250,,
Kepler-695 b,1,Transit,2016,3.04033042,9.210,0.822,,
Kepler-696 b,1,Transit,2016,4.19042557,6.140,0.548,,
Kepler-697 b,1,Transit,2016,3.70987065,4.130,0.368,,
Kepler-698 b,1,Transit,2016,16.32976218,3.680,0.328,,
Kepler-699 b,1,Transit,2016,27.80756293,14.110,1.259,,
Kepler-7 b,1,Transit,2009,4.88548920,18.181,1.622,140.16303,0.44100
Kepler-700 b,1,Transit,2016,80.87206390,5.990,0.534,,
Kepler-701 b,1,Transit,2016,10.35533177,2.840,0.253,,
Kepler-702 b,1,Transit,2016,10.52629406,9.170,0.818,,
Kepler-703 b,1,Transit,2016,4.58352176,8.200,0.732,,
Kepler-704 b,1,Transit,2016,3.76182115,2.610,0.233,,
Kepler-705 b,1,Transit,2016,56.05605380,2.110,0.188,,
Kepler-706 b,1,Transit,2016,41.40831347,13.170,1.175,,
Kepler-707 b,1,Transit,2016,2.23749275,1.330,0.119,,
Kepler-708 b,1,Transit,2016,3.16789194,2.930,0.261,,
Kepler-709 b,1,Transit,2016,16.08524954,2.920,0.261,,
Kepler-710 b,1,Transit,2016,4.34728553,1.880,0.168,,
Kepler-711 b,1,Transit,2016,23.58914398,3.410,0.304,,
Kepler-712 b,1,Transit,2016,21.02247699,3.410,0.304,,
Kepler-712 c,1,Transit,2016,226.89047000,4.850,0.433,,
Kepler-713 b,1,Transit,2016,7.41114100,2.480,0.221,,
Kepler-714 b,1,Transit,2016,8.09888799,9.670,0.863,,
Kepler-715 b,1,Transit,2016,10.00652995,3.750,0.335,,
Kepler-716 b,1,Transit,2016,10.37168453,2.900,0.259,,
Kepler-716 c,1,Transit,2020,3.96999000,1.393,0.124,,
Kepler-717 b,1,Transit,2016,4.40840023,2.420,0.216,,
Kepler-718 b,1,Transit,2016,2.05234990,16.560,1.477,,
Kepler-719 b,1,Transit,2016,5.00731778,8.520,0.760,,
Kepler-720 b,1,Transit,2016,4.70832654,8.410,0.750,,
Kepler-721 b,1,Transit,2016,5.39202539,2.640,0.236,,
Kepler-722 b,1,Transit,2016,4.09357325,2.630,0.235,,
Kepler-722 c,1,Transit,2016,105.14474900,2.820,0.252,,
Kepler-723 b,1,Transit,2016,4.08227507,12.190,1.088,,
Kepler-724 b,1,Transit,2016,3.31494634,3.290,0.294,,
Kepler-725 b,1,Transit,2016,39.64317811,10.630,0.948,,
Kepler-726 b,1,Transit,2016,21.80451088,3.260,0.291,,
Kepler-727 b,1,Transit,2016,5.15448442,2.530,0.226,,
Kepler-728 b,1,Transit,2016,5.74347727,3.340,0.298,,
Kepler-729 b,1,Transit,2016,3.16635371,3.580,0.319,,
Kepler-730 b,1,Transit,2016,6.49168281,12.330,1.100,,
Kepler-730 c,1,Transit,2018,2.85188338,1.569,0.140,,
Kepler-731 b,1,Transit,2016,3.85560355,13.880,1.238,,
Kepler-732 b,1,Transit,2016,9.46781405,2.180,0.194,,
Kepler-732 c,1,Transit,2016,0.89304124,1.270,0.113,,
Kepler-733 b,1,Transit,2016,20.83424726,2.820,0.252,,
Kepler-734 b,1,Transit,2016,6.10485286,3.560,0.318,,
Kepler-735 b,1,Transit,2016,11.51516988,2.950,0.263,,
Kepler-736 b,1,Transit,2016,3.60147201,2.930,0.261,,
Kepler-737 b,1,Transit,2016,28.59915399,1.960,0.175,,
Kepler-738 b,1,Transit,2016,24.58721573,2.500,0.223,,
Kepler-739 b,1,Transit,2016,12.53248465,3.320,0.296,,
Kepler-74 b,1,Transit,2013,7.34071100,10.760,0.960,200.22000,0.63000
Kepler-740 b,1,Transit,2016,3.58410122,4.570,0.408,,
Kepler-741 b,1,Transit,2016,7.03902374,2.970,0.265,,
Kepler-742 b,1,Transit,2016,8.36086824,3.240,0.289,,
Kepler-743 b,1,Transit,2016,3.17926292,1.210,0.108,,
Kepler-744 b,1,Transit,2016,12.06222443,1.620,0.145,,
Kepler-745 b,1,Transit,2016,9.93143556,2.160,0.193,,
Kepler-746 b,1,Transit,2016,3.48159251,1.110,0.099,,
Kepler-747 b,1,Transit,2016,35.61760587,5.270,0.470,,
Kepler-748 b,1,Transit,2016,7.40742793,2.520,0.225,,
Kepler-749 b,1,Transit,2016,17.31716585,3.100,0.277,,
Kepler-75 b,1,Transit,2013,8.88491160,11.770,1.050,3209.90000,10.10000
Kepler-750 b,1,Transit,2016,9.42887179,3.070,0.274,,
Kepler-750 c,1,Transit,2016,4.08899022,1.620,0.145,,
Kepler-751 b,1,Transit,2016,17.44490636,2.460,0.219,,
Kepler-752 b,1,Transit,2016,18.82747265,2.810,0.251,,
Kepler-753 b,1,Transit,2016,5.74772501,1.910,0.170,,
Kepler-754 b,1,Transit,2016,14.55962370,2.010,0.179,,
Kepler-755 b,1,Transit,2016,1.26909037,1.760,0.157,,
Kepler-755 c,1,Transit,2016,2.85313364,1.260,0.112,,
Kepler-756 b,1,Transit,2016,1.22486632,1.120,0.100,,
Kepler-757 b,1,Transit,2016,1.02267882,1.360,0.121,,
Kepler-758 b,1,Transit,2016,12.10971040,2.480,0.221,,
Kepler-758 c,1,Transit,2016,4.75793986,1.690,0.151,,
Kepler-758 d,1,Transit,2016,20.49661970,2.120,0.189,,
Kepler-758 e,1,Transit,2016,8.19347190,1.530,0.136,,
Kepler-759 b,1,Transit,2016,41.80598500,2.270,0.203,,
Kepler-76 b,1,Orbital Brightness Modulation,2013,1.54492980,15.244,1.360,638.83830,2.01000
Kepler-760 b,1,Transit,2016,8.70419416,3.060,0.273,,
Kepler-760 c,1,Transit,2016,2.46697439,1.480,0.132,,
Kepler-761 b,1,Transit,2016,10.12804789,2.030,0.181,,
Kepler-762 b,1,Transit,2016,3.77055210,12.680,1.131,,
Kepler-763 b,1,Transit,2016,1.19655156,1.220,0.109,,
Kepler-764 b,1,Transit,2016,7.33683936,1.640,0.146,,
Kepler-765 b,1,Transit,2016,27.66552260,2.430,0.217,,
Kepler-766 b,1,Transit,2016,6.10027804,3.390,0.302,,
Kepler-767 b,1,Transit,2016,161.52801010,6.640,0.592,,
Kepler-768 b,1,Transit,2016,11.39100250,1.790,0.160,,
Kepler-769 b,1,Transit,2016,7.42608998,2.920,0.261,,
Kepler-769 c,1,Transit,2016,15.98701740,1.790,0.160,,
Kepler-77 b,1,Transit,2013,3.57878087,10.761,0.960,136.66100,0.43000
Kepler-770 b,1,Transit,2016,18.92540274,2.300,0.205,,
Kepler-770 c,1,Transit,2016,1.47532231,1.200,0.107,,
Kepler-770 d,1,Transit,2016,4.15244722,1.400,0.125,,
Kepler-771 b,1,Transit,2016,8.73485836,1.820,0.162,,
Kepler-772 b,1,Transit,2016,12.99207337,1.820,0.162,,
Kepler-773 b,1,Transit,2016,3.74910006,1.430,0.128,,
Kepler-774 b,1,Transit,2016,11.08957230,3.170,0.283,,
Kepler-775 b,1,Transit,2016,0.97486893,1.190,0.106,,
Kepler-776 b,1,Transit,2016,4.89718784,1.280,0.114,,
Kepler-777 b,1,Transit,2016,5.72812599,1.470,0.131,,
Kepler-778 b,1,Transit,2016,3.75574426,1.680,0.150,,
Kepler-779 b,1,Transit,2016,7.09714223,0.920,0.082,,
Kepler-78 b,1,Transit,2013,0.35500744,1.121,0.100,1.96716,0.00619
Kepler-780 b,1,Transit,2016,0.67737516,0.890,0.079,,
Kepler-781 b,1,Transit,2016,13.21407320,2.890,0.258,,
Kepler-782 b,1,Transit,2016,158.68533080,3.210,0.286,,
Kepler-783 b,1,Transit,2016,4.29264638,0.780,0.070,,
Kepler-783 c,1,Transit,2020,7.05395000,2.332,0.208,,
Kepler-784 b,1,Transit,2016,31.59226460,1.580,0.141,,
Kepler-785 b,1,Transit,2016,1.97376093,13.020,1.162,,
Kepler-786 b,1,Transit,2016,53.52934870,2.430,0.217,,
Kepler-787 b,1,Transit,2016,0.92831050,1.280,0.114,,
Kepler-788 b,1,Transit,2016,8.39846269,2.550,0.227,,
Kepler-789 b,1,Transit,2016,8.63847725,2.120,0.189,,
Kepler-79 b,1,Transit,2012,13.48450000,3.470,0.310,10.90000,0.03430
Kepler-79 c,1,Transit,2012,27.40290000,3.720,0.332,5.90000,0.01900
Kepler-79 d,1,Transit,2014,52.09020000,7.160,0.639,6.00000,0.01900
Kepler-79 e,1,Transit,2014,81.06590000,3.490,0.311,4.10000,0.01300
Kepler-790 b,1,Transit,2016,13.73469807,2.180,0.194,,
Kepler-791 b,1,Transit,2016,14.55397590,3.050,0.272,,
Kepler-792 b,1,Transit,2016,11.30119217,1.960,0.175,,
Kepler-793 b,1,Transit,2016,4.24153639,1.370,0.122,,
Kepler-794 b,1,Transit,2016,11.13125132,2.110,0.188,,
Kepler-795 b,1,Transit,2016,29.61934210,1.680,0.150,,
Kepler-796 b,1,Transit,2016,6.40087618,1.300,0.116,,
Kepler-797 b,1,Transit,2016,27.07237711,2.170,0.194,,
Kepler-798 b,1,Transit,2016,13.71933369,2.390,0.213,,
Kepler-799 b,1,Transit,2016,133.46052350,6.880,0.614,,
Kepler-8 b,1,Transit,2010,3.52249910,15.872,1.416,187.51970,0.59000
Kepler-80 b,1,Transit,2012,7.05246000,2.670,0.238,6.93000,0.02180
Kepler-80 c,1,Transit,2012,9.52355000,2.740,0.244,6.74000,0.02121
Kepler-80 d,1,Transit,2014,3.07222000,1.530,0.136,6.75000,0.02124
Kepler-80 e,1,Transit,2014,4.64489000,1.600,0.143,4.13000,0.01299
Kepler-80 f,1,Transit,2016,0.98678730,1.210,0.108,,
Kepler-80 g,1,Transit,2017,14.64558000,1.130,0.101,,
Kepler-800 b,1,Transit,2016,14.13176026,2.850,0.254,,
Kepler-801 b,1,Transit,2016,11.41928253,2.000,0.178,,
Kepler-802 b,1,Transit,2016,40.05874730,3.540,0.316,,
Kepler-803 b,1,Transit,2016,50.28638192,3.790,0.338,,
Kepler-804 b,1,Transit,2016,14.37457351,1.940,0.173,,
Kepler-804 c,1,Transit,2016,9.65185017,1.140,0.102,,
Kepler-805 b,1,Transit,2016,30.86389310,2.890,0.258,,
Kepler-806 b,1,Transit,2016,8.09219642,1.140,0.102,,
Kepler-807 b,1,Transit,2016,117.93108781,10.420,0.930,,
Kepler-808 b,1,Transit,2016,0.63133235,1.460,0.130,,
Kepler-809 b,1,Transit,2016,55.63934000,3.010,0.269,,
Kepler-81 b,1,Transit,2012,5.95500000,2.420,0.216,,
Kepler-81 c,1,Transit,2012,12.04000000,2.370,0.211,,
Kepler-81 d,1,Transit,2014,20.83784600,1.210,0.108,,
Kepler-810 b,1,Transit,2016,4.59725385,1.930,0.172,,
Kepler-811 b,1,Transit,2016,23.58447697,2.700,0.241,,
Kepler-812 b,1,Transit,2016,10.11716531,3.550,0.317,,
Kepler-813 b,1,Transit,2016,19.12947337,2.140,0.191,,
Kepler-814 b,1,Transit,2016,6.14698510,2.120,0.189,,
Kepler-815 b,1,Transit,2016,8.57503552,4.110,0.367,,
Kepler-816 b,1,Transit,2016,10.50682565,10.240,0.914,,
Kepler-817 b,1,Transit,2016,3.99010623,9.030,0.806,,
Kepler-818 b,1,Transit,2016,10.03538581,5.110,0.456,,
Kepler-819 b,1,Transit,2016,33.19956480,2.760,0.246,,
Kepler-82 b,1,Transit,2012,26.44000000,4.070,0.363,12.15000,0.03823
Kepler-82 c,1,Transit,2012,51.54000000,5.340,0.476,13.90000,0.04373
Kepler-82 d,1,Transit,2014,2.38296100,1.770,0.158,,
Kepler-82 e,1,Transit,2014,5.90220600,2.470,0.220,,
Kepler-82 f,1,Transit Timing Variations,2019,75.73200000,,,20.90000,0.06576
Kepler-820 b,1,Transit,2016,127.83380980,6.090,0.543,,
Kepler-821 b,1,Transit,2016,1.92279873,1.310,0.117,,
Kepler-822 b,1,Transit,2016,3.22296927,1.770,0.158,,
Kepler-823 b,1,Transit,2016,4.16809082,1.570,0.140,,
Kepler-824 b,1,Transit,2016,4.51436633,1.870,0.167,,
Kepler-825 b,1,Transit,2016,3.77360059,1.530,0.136,,
Kepler-825 c,1,Transit,2016,8.18182460,1.840,0.164,,
Kepler-826 b,1,Transit,2016,4.48758907,1.250,0.112,,
Kepler-827 b,1,Transit,2016,51.92927591,5.630,0.502,,
Kepler-828 b,1,Transit,2016,0.56785714,1.510,0.135,,
Kepler-829 b,1,Transit,2016,6.88337562,2.110,0.188,,
Kepler-83 b,1,Transit,2012,9.77000000,2.830,0.252,,
Kepler-83 c,1,Transit,2012,20.09000000,2.360,0.211,,
Kepler-83 d,1,Transit,2014,5.16979600,1.940,0.173,,
Kepler-830 b,1,Transit,2016,11.29695137,1.700,0.152,,
Kepler-831 b,1,Transit,2016,5.62153941,1.270,0.113,,
Kepler-832 b,1,Transit,2016,7.13969410,2.060,0.184,,
Kepler-833 b,1,Transit,2016,18.75469980,2.020,0.180,,
Kepler-834 b,1,Transit,2016,13.32388301,2.020,0.180,,
Kepler-835 b,1,Transit,2016,11.41909375,2.790,0.249,,
Kepler-836 b,1,Transit,2016,11.36112327,2.730,0.244,,
Kepler-837 b,1,Transit,2016,16.56059504,2.560,0.228,,
Kepler-838 b,1,Transit,2016,15.74957994,2.730,0.244,,
Kepler-839 b,1,Transit,2016,37.81445140,2.570,0.229,,
Kepler-84 b,1,Transit,2012,8.72600000,2.230,0.199,,
Kepler-84 c,1,Transit,2012,12.88300000,2.360,0.211,,
Kepler-84 d,1,Transit,2014,4.22453700,1.380,0.123,,
Kepler-84 e,1,Transit,2014,27.43438900,2.600,0.232,,
Kepler-84 f,1,Transit,2014,44.55216900,2.200,0.196,,
Kepler-840 b,1,Transit,2016,2.49577962,17.070,1.523,,
Kepler-841 b,1,Transit,2016,124.41983980,5.230,0.467,,
Kepler-842 b,1,Transit,2016,1.21956827,1.600,0.143,,
Kepler-843 b,1,Transit,2016,2.05387982,2.590,0.231,,
Kepler-844 b,1,Transit,2016,2.61302086,1.680,0.150,,
Kepler-845 b,1,Transit,2016,0.92785982,2.040,0.182,,
Kepler-846 b,1,Transit,2016,19.80792185,2.480,0.221,,
Kepler-847 b,1,Transit,2016,2.34323190,1.180,0.105,,
Kepler-848 b,1,Transit,2016,6.91134416,1.700,0.152,,
Kepler-849 b,1,Transit,2016,394.62449040,7.140,0.637,,
Kepler-85 b,1,Transit,2012,8.30600000,1.970,0.176,,
Kepler-85 c,1,Transit,2012,12.51300000,2.180,0.194,,
Kepler-85 d,1,Transit,2014,17.91323000,1.200,0.107,,
Kepler-85 e,1,Transit,2014,25.21675100,1.270,0.113,,
Kepler-850 b,1,Transit,2016,7.19303878,1.780,0.159,,
Kepler-851 b,1,Transit,2016,8.50699658,1.680,0.150,,
Kepler-852 b,1,Transit,2016,44.93098040,2.540,0.227,,
Kepler-853 b,1,Transit,2016,7.16892463,1.690,0.151,,
Kepler-854 b,1,Transit,2016,2.14463285,16.720,1.492,,
Kepler-855 b,1,Transit,2016,7.88663110,8.350,0.745,,
Kepler-856 b,1,Transit,2016,8.02768059,9.300,0.830,,
Kepler-857 b,1,Transit,2016,85.35129427,6.800,0.607,,
Kepler-858 b,1,Transit,2016,76.13602028,4.870,0.434,,
Kepler-859 b,1,Transit,2016,20.38177573,3.090,0.276,,
Kepler-860 b,1,Transit,2016,5.10137945,3.240,0.289,,
Kepler-861 b,1,Transit,2016,3.94963138,2.280,0.203,,
Kepler-862 b,1,Transit,2016,3.14866453,2.210,0.197,,
Kepler-863 b,1,Transit,2016,15.59461874,2.900,0.259,,
Kepler-864 b,1,Transit,2016,5.83376092,2.400,0.214,,
Kepler-865 b,1,Transit,2016,14.16399294,2.490,0.222,,
Kepler-866 b,1,Transit,2016,2.61703254,1.630,0.145,,
Kepler-867 b,1,Transit,2016,150.24212700,4.640,0.414,,
Kepler-868 b,1,Transit,2016,5.03251791,2.050,0.183,,
Kepler-869 b,1,Transit,2016,40.42877550,3.610,0.322,,
Kepler-87 b,1,Transit,2013,114.73635000,13.490,1.204,324.20000,1.02000
Kepler-87 c,1,Transit,2013,191.23180000,6.140,0.548,6.40000,0.02000
Kepler-870 b,1,Transit,2016,21.35876210,2.780,0.248,,
Kepler-871 b,1,Transit,2016,22.04590180,3.740,0.334,,
Kepler-872 b,1,Transit,2016,2.57885507,1.990,0.178,,
Kepler-873 b,1,Transit,2016,20.55338440,3.750,0.335,,
Kepler-874 b,1,Transit,2016,40.06867270,3.940,0.352,,
Kepler-875 b,1,Transit,2016,27.50737990,2.900,0.259,,
Kepler-876 b,1,Transit,2016,5.14438011,1.430,0.128,,
Kepler-877 b,1,Transit,2016,18.45847097,2.120,0.189,,
Kepler-878 b,1,Transit,2016,25.94220330,1.930,0.172,,
Kepler-879 b,1,Transit,2016,33.38559380,2.570,0.229,,
Kepler-88 d,1,Radial Velocity,2020,1403.00000000,,,965.14700,3.05046
Kepler-880 b,1,Transit,2016,7.71468975,2.660,0.237,,
Kepler-881 b,1,Transit,2016,4.44448017,1.780,0.159,,
Kepler-882 b,1,Transit,2016,3.98953967,1.230,0.110,,
Kepler-883 b,1,Transit,2016,12.98495573,1.780,0.159,,
Kepler-884 b,1,Transit,2016,5.69919514,1.230,0.110,,
Kepler-885 b,1,Transit,2016,18.11472949,2.500,0.223,,
Kepler-886 b,1,Transit,2016,6.24146367,1.520,0.136,,
Kepler-887 b,1,Transit,2016,20.42228798,1.840,0.164,,
Kepler-887 c,1,Transit,2016,7.63846023,1.130,0.101,,
Kepler-888 b,1,Transit,2016,70.69790610,1.760,0.157,,
Kepler-889 b,1,Transit,2016,3.74443900,1.090,0.097,,
Kepler-890 b,1,Transit,2016,52.75875577,8.890,0.793,,
Kepler-891 b,1,Transit,2016,53.44945593,6.410,0.572,,
Kepler-892 b,1,Transit,2016,13.75210720,2.810,0.251,,
Kepler-893 b,1,Transit,2016,6.33855761,3.030,0.270,,
Kepler-894 b,1,Transit,2016,9.80322400,2.780,0.248,,
Kepler-895 b,1,Transit,2016,2.80624233,1.540,0.137,,
Kepler-896 b,1,Transit,2016,144.54739600,2.530,0.226,,
Kepler-897 b,1,Transit,2016,8.04726420,2.390,0.213,,
Kepler-898 b,1,Transit,2016,5.87061910,1.490,0.133,,
Kepler-899 b,1,Transit,2016,19.17891293,2.680,0.239,,
Kepler-9 b,1,Transit,2010,19.23891000,8.290,0.740,43.40000,0.13655
Kepler-9 c,1,Transit,2010,38.98530000,8.080,0.721,29.90000,0.09408
Kepler-9 d,1,Transit,2010,1.59285100,1.640,0.146,,
Kepler-90 i,1,Transit,2017,14.44912000,1.320,0.118,,
Kepler-900 b,1,Transit,2016,6.99130860,2.080,0.186,,
Kepler-901 b,1,Transit,2016,3.51749439,1.370,0.122,,
Kepler-902 b,1,Transit,2016,40.10995470,2.540,0.227,,
Kepler-903 b,1,Transit,2016,10.35077210,2.010,0.179,,
Kepler-903 c,1,Transit,2016,62.92285570,2.530,0.226,,
Kepler-904 b,1,Transit,2016,3.02166863,1.770,0.158,,
Kepler-905 b,1,Transit,2016,5.08274652,1.410,0.126,,
Kepler-906 b,1,Transit,2016,41.69799760,2.110,0.188,,
Kepler-907 b,1,Transit,2016,15.86621821,1.200,0.107,,
Kepler-908 b,1,Transit,2016,1.34059747,1.220,0.109,,
Kepler-909 b,1,Transit,2016,13.93290318,1.470,0.131,,
Kepler-91 b,1,Transit,2013,6.24658000,15.323,1.367,257.44230,0.81000
Kepler-910 b,1,Transit,2016,2.36436901,0.820,0.073,,
Kepler-911 b,1,Transit,2016,20.31050100,2.600,0.232,,
Kepler-912 b,1,Transit,2016,2.53475627,2.800,0.250,,
Kepler-913 b,1,Transit,2016,10.29672521,2.060,0.184,,
Kepler-914 b,1,Transit,2016,4.40966548,1.380,0.123,,
Kepler-915 b,1,Transit,2016,4.59489604,1.500,0.134,,
Kepler-916 b,1,Transit,2016,32.29687980,1.760,0.157,,
Kepler-917 b,1,Transit,2016,2.97041437,1.910,0.170,,
Kepler-918 b,1,Transit,2016,4.85386933,1.740,0.155,,
Kepler-919 b,1,Transit,2016,11.04603384,2.250,0.201,,
Kepler-92 b,1,Transit,2013,13.74900000,3.510,0.313,64.30000,0.20200
Kepler-92 c,1,Transit,2013,26.72300000,2.600,0.232,6.10000,0.01900
Kepler-92 d,1,Transit,2015,49.35680000,2.067,0.184,,
Kepler-920 b,1,Transit,2016,6.53192704,2.420,0.216,,
Kepler-920 c,1,Transit,2016,100.82741130,3.800,0.339,,
Kepler-921 b,1,Transit,2016,51.30063400,2.870,0.256,,
Kepler-922 b,1,Transit,2016,0.93846683,1.420,0.127,,
Kepler-923 b,1,Transit,2016,6.93366476,1.380,0.123,,
Kepler-924 b,1,Transit,2016,61.03701170,3.070,0.274,,
Kepler-925 b,1,Transit,2016,33.86785310,2.340,0.209,,
Kepler-926 b,1,Transit,2016,52.06886010,2.310,0.206,,
Kepler-927 b,1,Transit,2016,9.11499030,1.720,0.153,,
Kepler-928 b,1,Transit,2016,3.93246130,1.590,0.142,,
Kepler-929 b,1,Transit,2016,0.92103214,1.110,0.099,,
Kepler-93 b,1,Transit,2014,4.72674000,1.569,0.140,4.54426,0.01430
Kepler-93 c,1,Radial Velocity,2014,1460.00000000,,,954.00000,3.00000
Kepler-930 b,1,Transit,2016,71.45177750,2.130,0.190,,
Kepler-931 b,1,Transit,2016,8.03755877,1.330,0.119,,
Kepler-932 b,1,Transit,2016,1.92143740,1.370,0.122,,
Kepler-933 b,1,Transit,2016,14.20443009,2.460,0.219,,
Kepler-934 b,1,Transit,2016,55.67383090,2.090,0.186,,
Kepler-935 b,1,Transit,2016,4.88083852,1.350,0.120,,
Kepler-936 b,1,Transit,2016,10.56134221,1.450,0.129,,
Kepler-937 b,1,Transit,2016,67.66882700,3.720,0.332,,
Kepler-937 c,1,Transit,2016,153.34336400,2.670,0.238,,
Kepler-938 b,1,Transit,2016,52.62984170,2.220,0.198,,
Kepler-939 b,1,Transit,2016,14.87829600,1.750,0.156,,
Kepler-94 b,1,Transit,2014,2.50806000,3.510,0.313,10.84000,0.03400
Kepler-94 c,1,Radial Velocity,2014,820.30000000,,,3126.00000,9.83600
Kepler-940 b,1,Transit,2016,59.62252570,3.340,0.298,,
Kepler-941 b,1,Transit,2016,17.42395198,3.080,0.275,,
Kepler-942 b,1,Transit,2016,44.96417488,2.130,0.190,,
Kepler-943 b,1,Transit,2016,49.77014380,5.930,0.529,,
Kepler-944 b,1,Transit,2016,43.31677370,2.630,0.235,,
Kepler-945 b,1,Transit,2016,31.00338140,2.630,0.235,,
Kepler-946 b,1,Transit,2016,11.79162572,1.930,0.172,,
Kepler-947 b,1,Transit,2016,26.96443170,2.280,0.203,,
Kepler-948 b,1,Transit,2016,7.76846622,1.850,0.165,,
Kepler-949 b,1,Transit,2016,8.68930730,2.910,0.260,,
Kepler-95 b,1,Transit,2014,11.52310000,3.420,0.305,13.00000,0.04100
Kepler-950 b,1,Transit,2016,98.71804060,8.980,0.801,,
Kepler-951 b,1,Transit,2016,71.52530845,5.590,0.499,,
Kepler-952 b,1,Transit,2016,130.35469190,7.650,0.682,,
Kepler-953 b,1,Transit,2016,88.40655258,4.210,0.376,,
Kepler-953 c,1,Transit,2016,9.10967112,1.190,0.106,,
Kepler-954 b,1,Transit,2016,16.78176602,2.320,0.207,,
Kepler-955 b,1,Transit,2016,14.53244172,3.130,0.279,,
Kepler-956 b,1,Transit,2016,5.24867263,3.000,0.268,,
Kepler-957 b,1,Transit,2016,5.90741354,5.500,0.491,,
Kepler-958 b,1,Transit,2016,9.76788050,2.060,0.184,,
Kepler-959 b,1,Transit,2016,14.80074836,4.380,0.391,,
Kepler-96 b,1,Transit,2014,16.23850000,2.670,0.238,8.46000,0.02700
Kepler-960 b,1,Transit,2016,3.12686223,2.290,0.204,,
Kepler-961 b,1,Transit,2016,16.87727414,2.550,0.227,,
Kepler-962 b,1,Transit,2016,12.05707239,1.970,0.176,,
Kepler-963 b,1,Transit,2016,9.97683705,2.660,0.237,,
Kepler-964 b,1,Transit,2016,13.52251060,2.120,0.189,,
Kepler-965 b,1,Transit,2016,134.25272980,3.380,0.302,,
Kepler-966 b,1,Transit,2016,99.74762200,4.130,0.368,,
Kepler-967 b,1,Transit,2016,13.22713379,2.350,0.210,,
Kepler-967 c,1,Transit,2016,198.71125020,3.650,0.326,,
Kepler-968 b,1,Transit,2016,3.69298373,2.000,0.178,,
Kepler-968 c,1,Transit,2016,5.70940492,1.690,0.151,,
Kepler-969 b,1,Transit,2016,34.17317140,2.070,0.185,,
Kepler-969 c,1,Transit,2016,1.68293460,0.990,0.088,,
Kepler-97 b,1,Transit,2014,2.58664000,1.480,0.132,3.51000,0.01100
Kepler-97 c,1,Radial Velocity,2014,789.00000000,,,344.00000,1.08000
Kepler-970 b,1,Transit,2016,16.73652231,2.770,0.247,,
Kepler-971 b,1,Transit,2016,9.59070716,2.130,0.190,,
Kepler-972 b,1,Transit,2016,7.03932553,4.650,0.415,,
Kepler-973 b,1,Transit,2016,49.60773310,1.960,0.175,,
Kepler-974 b,1,Transit,2016,4.19449651,1.570,0.140,,
Kepler-975 b,1,Transit,2016,1.97034246,1.480,0.132,,
Kepler-976 b,1,Transit,2016,105.95641480,3.960,0.353,,
Kepler-977 b,1,Transit,2016,26.85328322,2.620,0.234,,
Kepler-978 b,1,Transit,2016,49.62215090,2.990,0.267,,
Kepler-979 b,1,Transit,2016,8.08801350,2.720,0.243,,
Kepler-98 b,1,Transit,2014,1.54168000,1.990,0.178,3.55000,0.01100
Kepler-980 b,1,Transit,2016,11.55102504,2.670,0.238,,
Kepler-981 b,1,Transit,2016,4.46975774,2.310,0.206,,
